$GPRMC,0,A,4849.4449,N,905.6571,E,20,357.36756110192,111110,,,A*6B,0
$GPRMC,100,A,4849.4452,N,905.6571,E,19,357.36756110192,111110,,,A*6B,0
$GPRMC,200,A,4849.4454,N,905.6570,E,19,357.36756110192,111110,,,A*6B,0
$GPRMC,300,A,4849.4456,N,905.6570,E,19,357.36756110192,111110,,,A*6B,0
$GPRMC,400,A,4849.4458,N,905.6570,E,19,357.36756110192,111110,,,A*6B,0
$GPRMC,500,A,4849.4461,N,905.6570,E,18,357.36756110192,111110,,,A*6B,0
$GPRMC,600,A,4849.4463,N,905.6570,E,18,357.36756110192,111110,,,A*6B,0
$GPRMC,700,A,4849.4465,N,905.6570,E,18,357.36756110192,111110,,,A*6B,0
$GPRMC,800,A,4849.4467,N,905.6569,E,18,357.36756110192,111110,,,A*6B,0
$GPRMC,900,A,4849.4470,N,905.6569,E,17,357.36756110192,111110,,,A*6B,0
$GPRMC,1000,A,4849.4472,N,905.6569,E,17,357.36756110192,111110,,,A*6B,0
$GPRMC,1100,A,4849.4474,N,905.6569,E,17,357.36756110192,111110,,,A*6B,0
$GPRMC,1200,A,4849.4476,N,905.6569,E,17,357.36756110192,111110,,,A*6B,0
$GPRMC,1300,A,4849.4479,N,905.6569,E,16,357.36756110192,111110,,,A*6B,0
$GPRMC,1400,A,4849.4481,N,905.6568,E,16,357.36756110192,111110,,,A*6B,0
$GPRMC,1500,A,4849.4483,N,905.6568,E,16,357.36756110192,111110,,,A*6B,0
$GPRMC,1600,A,4849.4485,N,905.6568,E,16,357.36756110192,111110,,,A*6B,0
$GPRMC,1700,A,4849.4488,N,905.6568,E,15,357.36756110192,111110,,,A*6B,0
$GPRMC,1800,A,4849.4490,N,905.6568,E,15,357.36756110192,111110,,,A*6B,0
$GPRMC,1900,A,4849.4492,N,905.6568,E,15,357.36756110192,111110,,,A*6B,0
$GPRMC,2000,A,4849.4494,N,905.6568,E,15,357.36756110192,111110,,,A*6B,0
$GPRMC,2100,A,4849.4497,N,905.6567,E,14,357.36756110192,111110,,,A*6B,0
$GPRMC,2200,A,4849.4499,N,905.6567,E,14,357.36756110192,111110,,,A*6B,0
$GPRMC,2300,A,4849.4501,N,905.6567,E,14,357.36756110192,111110,,,A*6B,0
$GPRMC,2400,A,4849.4503,N,905.6567,E,14,357.36756110192,111110,,,A*6B,0
$GPRMC,2500,A,4849.4506,N,905.6567,E,13,357.36756110192,111110,,,A*6B,0
$GPRMC,2600,A,4849.4508,N,905.6567,E,13,357.36756110192,111110,,,A*6B,0
$GPRMC,2700,A,4849.4510,N,905.6566,E,13,357.36756110192,111110,,,A*6B,0
$GPRMC,2800,A,4849.4512,N,905.6566,E,13,357.36756110192,111110,,,A*6B,0
$GPRMC,2900,A,4849.4515,N,905.6566,E,12,357.36756110192,111110,,,A*6B,0
$GPRMC,3000,A,4849.4517,N,905.6566,E,12,357.36756110192,111110,,,A*6B,0
$GPRMC,3100,A,4849.4519,N,905.6566,E,12,357.36756110192,111110,,,A*6B,0
$GPRMC,3200,A,4849.4521,N,905.6566,E,12,357.36756110192,111110,,,A*6B,0
$GPRMC,3300,A,4849.4524,N,905.6565,E,11,357.36756110192,111110,,,A*6B,0
$GPRMC,3400,A,4849.4526,N,905.6565,E,11,357.36756110192,111110,,,A*6B,0
